sentences,toxic
"những ai cho rằng người điều khiển cuộc tranh luận đã thiên vị ông joe thì rõ ràng chẳng biết luật chơi của cuộc tranh luận mà hai bên đã đồng ý đó là mỗi bên có 2 phút để trình bày trước quốc dân những chính sách cụ thể sẽ mang lại lợi ích cho đất nước nếu được bầu. nếu bạn biết tiếng anh thì ai cũng thấy trump chơi trò cả vú lấp miệng em để không cho joe trình bày. mặc dầu joe có bị tật nói cà lăm từ lúc bé nhưng joe đã vượt qua và joe có một quá trình và khả năng trình bày ràng rành mạch có sức thuyết phuc cao. mặc dầu joe đã lớn tuổi và không con sắc bén như trước nhưng tôi tin joe la người lương thiện có đầy đủ khả năng cùng ban tham mưu của ông sẽ lèo lai con thuyền quốc gia hoa kỳ qua các cơn giông tố, không thùng rỗng thùng kêu to như trump. là một cử tri ở hoa kỳ 36 năm, tôi tin phiếu bầu của tôi và những cử tri trí thức khác sẽ loại bỏ donald trump vào ngày 3 11 nầy.",0
"dã man quá, mất hết nhân tính rồi. xin chia buồn cùng gia đình nạn nhân.",1
"tôi cũng đã từng chỉ nặng 45 46kg triền miên gần 10 năm, sau hơn 2 năm tập gym giờ đã đc 60kg. tự tin hơn rất nhiều, đây là 1 môm thể thao cải thiện vẻ ngoài rất tốt.",0
thuỳ dung đẹp sx,0
"dragon soul gì chứ, gọi là tucson soul mới đúng. đến chán với xe tq, hết thời nhái xe sang rồi đến giờ lại nhái xe bình dân, hãng xe thì lắm tiền sao không đầu tư tiền bạc vẽ ra thiết kế đặc trưng của hãng mình như vinfast, nhìn không lẫn vào đâu được. tiết kiệm làm gì vài đồng mà đi cop thiết kế của hãng xe khác không vậy.",1
ngoài clb hn thấy chuyên nghiệp. phần còn lại thấy như giải bóng đá phố huyện.,0
mấy ae cứ chê bai hoài basa cũng khớ khớ hơn schalke rồi đó. : ),0
"bóng đá cũng chỉ một môn thể thao giải trí thôi mà thấy anh em còm men so sánh cr7 m10 gắt quá. cái đó các nhà báo, chuyên gia làm tốt hơn. chúng ta hãy tận hưởng thôi.tuy nhiên thì các chuyên gia thường so sánh cr7 với m10, nhưng lại lấy messi để so sánh với các huyền thoại thì chúng ta nên ngầm hiểu là messi ở tầm nào rồi.",0
"1. mới tiêm 7 9 đến 16 lại tiêm, có gần quá không?2. vaccin có bị gì không ?3. bỏ một ngày tiêm phòng mà lo cho con sao lại đem gởi sớm thế, cơ sở này thế nào ?4. phản ứng của tiêm phòng không nhất thiết phải 30 phút, vì tùy theo thể trạng của các bé có thể cả ngày mới phản ứng thuốc...5. buồn !!!!!",0
accent bạn ạ. hạng b chất lượng hàn nhật thời điểm này là như nhau. cố thêm vài chục. vios cũng ngon nhưng khổ nỗi vỏ tole mỏng như lá lúa hơi tiếc,0
"kính chúc tổng thống trump mau bình phục, đắc cử nhiệm kỳ 2 .",0
không bán vàng chị ơi. vàng tăng trong 3 năm tới sẽ gấp đôi tài sản. sau 3 năm nữa bán là ok.,0
nhiều khi mình vô tphcm đến mấy ngā tư muốn quẹo mà nhiều chỗ rất khó thấy tên đường góp phần nguy hiểm cho lái xe nhất là xe hơi vì lượng xe máy tp rất đông nên xe hơi muốn quẹo phải quan sát nhiều thứ như vậy rất nguy hiểm .,0
"mục đích của bảo hiểm là bảo vệ.mỗi năm bạn trích 10-20 thu nhập ra để mua bảo hiểm thì:nếu mai mốt không may: bạn ốm- bệnh tật thì gói bảo hiểm bạn mua có tích hợp sản phẩm bổ trợ như bảo lãnh- thanh toán viện phí, trợ cấp y tế do phải nằm viện bị mất thu nhập...thì cty bảo hiểm sẽ thanh toán thay cho bạn, và trả cho bạn mỗi ngày nằm viện 1 số tiền nhất định do bạn bị mất thu nhập vì phải nằm viện...và bạn vẫn giữ được và bạn vẫn giữ được số thu nhập 80-90 của năm đó.- trường hợp rủi ra liên quan đến sinh mạng : nếu ... thì từ số tiền nhỏ hàng năm 10-20 thu nhập mà bạn mua bh đó thì cty bh sẽ thanh toán 1 khoản tương đối thay bạn báo hiếu cho cha- mẹ, những người thân ở lại vẫn có thể sống tiếp nhờ 1 khoản mà người ra đi để lại.trường hợp bạn may mắn khỏe mạnh đến 99t; thì sau 15-20 năm bạn có 1 khoản tương đối từ khoản nhỏ bạn tích cóp cộng thêm lãi xuất.còn về lấy tiền khó khi gặp rủi ro thì : nếu bạn tuân thủ và hiểu điều khoản trong hđ bh thì điều đó hoàn toàn không khó để lấy tiền.- trừ khi bạn trục lợi bh thì bạn lấy tiền rất khó.",0
"trận hôm quá hay thật, tiến lên barca.",0
mình ăn duy nhất đồ có màu đen là bánh gai.,0
"đến chính gia đình còn không quản lý được việc dùng điện thoai của con em mình thì đừng ném cái trách nhiệm ấy cho giáo viên hay nhà trường, chính đến người trưởng thành còn không kiểm soát được bản thân trong việc sử dụng điện thoại thì làm sao con trẻ có thể làm được việc đó. tôi thấy không cho học sinh sử dụng điện thoại là đúng, nếu chúng cần tìm tài liệu sau mỗi giờ học thì có thư viện, có phòng vi tính, giờ trường nào mà chẳng có cái đó, còn trong giờ học thì các em ngồi nghe, tiếp thu, không hiểu có thể ngay tại chỗ hỏi thầy cô. nếu hợp thức hóa việc sử dụng điện thoại, mỗi khi có sự việc liên quan đến chiếc điện thoại với các em nhỏ thì quả bóng trách nhiệm nghiễm nhiên lăn đến chân các thầy cô, nhà trường và chính quyền.",0
làm sao các cô phản ứng kịp.,0
trong khi mình thì kiếm 1 bé không ra. thật là đau lòng.,0
đây chính xác là nơi cr7 nên đến thể hiện đẳng cấp.,0
"cám ơn các anh, cám ơn sự hỗ trợ của người dân! xem clip thấy hồi hộp quá chỉ lo bên trong xe nó bắn trả.",0
bầu trời đỏ do tán xạ ánh sáng này rất giống với bầu trời đỏ của sao hỏa!,0
roland garros khởi tranhgặp thời tiết lạnh khó khăn quá chừngnadal thần tượng của mìnhbảo vệ ngôi báu thiệt tình khó đây!,0
mình tập vầy:- đi bộ 2p- chạy 5p- đi bộ 2pxong là hết xí quách!,0
"cảnh báo ầm ầm thế mà vẫn có người ăn, sợ thật",0
"tôi không ủng hộ việc đình chỉ học hay đuổi học. khi các em đang hư hoặc làm sai mà lại đuổi học hoặc đình chỉ thì đây là hành động gây phản tác dụng, vừa không có tính giáo huấn, lấy mất nền tảng giáo dục, đưa các em đi về hướng sai, lại tạo cảm giác tự ty, nước chảy bèo trôi, khi ấy các em sẽ mặc định là mình hư , mình sai, bị đuổi học rồi nên đằng nào cũng vậy. tạo một tâm lý tiêu cực, bất cần, khiến các em khó quay đầu gây ra hệ quả xấu cho bản thân học sinh đó và xã hội.vậy thay vì đình chỉ học, đuổi học, nên cho các em đi lao động công ích, đi điều trị tâm lý, tham gia giúp đỡ tổ chức các hoạt động xã hội, hoạt động từ thiện....v..v tuỳ mức độ vi phạm để lựa chọn hình thức cho phù hợp.",0
cầu mong ông sớm khỏe mạnh,0
đồng ý với phương án 10 ngày điều chỉnh 1 lần.,0
nỗ lực tuyệt vọng chẳng thể níu kéo cuộc tình khi nàng đã quyết ra đi cùng người tình mới...,0
con ruột mình sinh ra mà vẫn chưa đc vầy...thật ngưỡng mộ anh cường,0
"haizz... lái xe kiểu gì vậy trời??? : nhìn cái đầu xe 4w mà nát bét như thế, dù chỉ đụng xe 2 bánh, là hiểu rồi đó! :o đề nghị thâu bằng lái của tài xế vĩnh viễn luôn đi. :",1
300tr mua đc nhiều xe khác có tiện ích và đông cơ tốt hơn i10. bản sedan 2018.2019 ngon mới đc 300tr,0
"ráng đợi thêm 1 năm tích góp thêm mua con mazda 2 sedan mà chạy bạn. chứ lấy mấy con i10, fadi thì giải pháp tức thời mua con m2 bạn còn đi xa đc, thậm chí sau này có bạn gái hoặc vợ con thì gq ra sao.... ở việt nam! mua chiếc xe hơi đã khó mà sự lựa chọn chiếc xe hợp lý còn khó hơn.",0
"ồ, vậy mai đây ai mà sớ rớ tới gần học trò, các cô cứ đấm thẳng mặt cho vừa lòng mấy người.chứ bất ngờ kiểu này, mà đi kỷ luật cô thì bó tay.",1
doanh số các loại đồ uống không cồn tăng thì kèm theo bệnh tật cũng tăng lên nhưng chẳng ai quan tâm đến nên vẫn dùng quá mức.,0
"là cha mẹ, ai cũng muốn cho con mình học giỏi, thành công trên con đường học vấn, để có việc làm tốt. mình cũng vậy, mình thừa nhận mình không phải là thánh để nói rằng mình không bao giờ ép con học giỏi. lúc trước, khi con học lớp 1, lớp 2 mình cũng muốn con học giỏi, bắt con học đủ thứ. nhưng sau đó sang định cư ở châu âu rồi, tư tưởng mình đã thay đổi, không còn ép con học giỏi, không bắt buộc con học gì nữa. giờ đây, con đã từng bước trưởng thành, tự chọn hướng đi mà con yêu thích. mình thấy con vui vẻ với sự lựa chọn đó. nếu còn ở vn, chắc mình vẫn bị rơi vào vòng xoáy ép con học và làm theo ý mình muốn rồi. vì môi trường sống mỗi nơi mỗi khác.",0
tôi luôn theo dõi các em thi đấu nhưng thua bạc nhược như trận vừa rồi thì chắc chuyển kênh khác.,0
hãy giảm nữa và ôm cua vòng ra biển lại đi noul,0
một cách giải quyết vấn đề rất hay. vừa làm được việc nhà vừa thỏa đam mê và học được bài học kiếm tiền.,0
"thế nên nếu không phải môi trường y tế thì không nên dùng khẩu trang y tế tràn lan trong đời sống dân sinh, môi trường y tế họ có quy trình xử lý vật tư y tế (khẩu trang y tế, găng tay, bảo hộ, ...), còn đời sống dân sinh thì nên sử dụng khẩu trang vải để không xả thải bừa bãi hoặc có chăng thì còn dễ phân hủy",0
"khong nên. dù để phục vụ học tập thì nên dùng trc và sau h học. thu thập tài liệu bằng nguồn nào cũng đc nhưng cần làm trc khi vào học. đã học là chỉ có truyền đạt kiến thức và thảo luận theo tài liệu đã chuẩn bị trc. việc cho các e dùng đt vài phút tôi đoán là để google là khong hiệu quả. đâu phải chỉ là tìm kiếm thông tin. còn phải đọc, sàng lọc, xử lý. thông tin trên mạng nhiễu loạn ra sao chắc moi_nguoi hiểu.",0
"đề nghị cơ quan chúc năng phải xử lý rất nặng ng này với hành vi ngang nhiên bạo hành trẻ em ,dư luận xã hội rất phẫn nộ về hành vi này ngay trong trường học ,trước mặt các cháu trẻ thơ .cũng cần xử lý ba cô giáo ở trường này.",0
hic...tu vi của con trê này chéc cũng được 50 năm...chưa kịp thành tinh đã bị thịt...,0
các đập như thế này nên có lan can an toàn hai bên khi nước lũ lớn thì đỡ nguy hiểm hơn.,0
nghe có vẻ căng nhỉ,0
thu hồi gấp và cấm bán các sản phẩm này ngay chứ ?,0
con tu hú ở việt nam !,0
"500 full lăn bánh thì có các sự lựa chọn: nissan sunny 2020 xv or xt, attrange 2020 cvt, ciaz thì chưa về. ngoài ra thì xe hạng a, còn xe lướt thì mua đc hạng c khoảng 2- 3 năm tuổi, vios cvt g or city 2 năm tuổi.theo mình cứ mới đét mà mua, đỡ đau đầu. mình đang đi sunny thấy hài lòng với số tiền bỏ ra, còn khong bỏ ra 600tr là có vios city bản số tự động đi.",0
đáng khen thưởng các đồng chí ca hình sự điều tra về mảng tội phạm ma túy! bởi chỉ cần lọt 1 hai đối tượng xã hội sẽ nhiều người khổ. cảm ơn bộ công an!,0
lúa thu đông đang trỗ. lại bị ảnh hưởng,0
"bhnt nên mua càng trẻ càng tốt em nhé. nên chia ngân sách ra, 1 phần mua bhnt, 1 phần đầu tư tích luỹ thông qua các quỹ của cty bhnt thọ đó quản lý và tích luỹ lại. 10 năm sau em sẽ thấy 1 con số không ngờ.",0
"300tr bác mua elantra 2016, cerato 2016, túc sơn 2014, sorento 2014... việc gì phải mua city 2013, vios 2013 hả bạn. mua mấy em hàn tôn kia vẫn còn thừa tiền đổ xăng",0
tôi muốn nhà sx quay lại mẫu điện thoại như trong video. nhìn nó mới đúng đẳng cấp của con nhà giàu.kk,0
"soluto tiện nghi đầy đủ, khóa thông minh, camera, cảm biến lùi.. thêm nữa đợt này soluto có giảm 50 phí trước bạ nên sẽ rẻ hơn các dòng xe nhập đó bác",0
tại sao nó cứ cháy mãi thế nhỉ,0
"kona 2.0 db phải so sánh với kia seltos pre 1.4 t chứ nhỉ, so sánh này khẩm khiễng quá",0
tầm tiền này vios là số 1.,0
phương oanh trông gần giống phạm băng băng rồi!,0
nghe các bạn online phán mất mệt..hông ai sát đánh bắt sát sinh lấy gì cho mấy bạn ăn vậy? chỉ là tai nạn thôi nha mấy thánh online,1
con cá sống sót và bơi đi xa - đọc tới đây mà thở phào nhẹ nhõm. mong em cá sống sót sau những thương tích đợt này. còn cuộc sống sinh tồn sau này thì khó nói lắm.,0
"như trường hợp mẹ chồng tôi mất cũng không để lại di chúc nhưng vợ chồng tôi lại sống với bà, 4 chị gái của chồng đều lấy chồng tỉnh xa, giờ đòi quyền chia đất... lúc mẹ chồng tôi còn sống con gái thứ 4 có vay bà 50.000.000, chị gái thứ 2 vay bà 12trieu đến khi bà mất chưa trả giờ đòi chia đất. còn chị cả lấy đi 1 3 số tiền phúng viếng. liệu 3 chị này còn đáng đòi đất khong?",0
thành quả của trump đều bị covid 19 hủy hết. đây là hậu quả sai làm của trump.,0
nhìn số ca chấn thương của bale. toi khâm phục đội ngũ bác sĩ thể thao mà real dùng để chữa trị cho bale. toi thật ngạc nhiên khi bale vẫn chạy được. vẫn đá hay với số lượng chấn thương như thế.,0
"không biết tốt xấu thế nào nhưng sự thật là từ hồi có xe hàn thì xe nhật mới chịu thay đổi mẫu mã, tăng options cho người tiêu dùng.",0
"nếu con bạn sử dụng điện thoại như bạn muốn thì quá tuyệt vời. tiếc là đại đa số chúng sẽ chỉ học khi bạn bên cạch và 95 thời gian còn lại chúng chơi game, chat chít yêu đương, xem phim và mạng xã hội.",0
"pha đột phá phút 50 quá đẹp, đúng chuẩn thương hiệu m10!",0
chuyến bay cuối cùng,0
tôi không thấy hay gì cả. có lẽ gu âm nhạc của tôi không thích thể loại này. nghe một hai lần dễ bị stress lắm.,1
cứ nhìn các cuộc tập họp người và không đeo khẩu trang trong mùa bầu cử thì cũng hiểu vì sao mĩ đứng nhất thế giới về dịch bệnh covid 19,0
qua đây mới thấy cái hệ thống luật pháp ở việt nam và những người thực thi pháp luật còn bất cập. một e bé bị bạo hành tới 3 năm sau bao lần báo cáo mà vẫn khong giải quyết dứt khoát để e bé phải rơi vào cảnh đó.,0
trăm năm nước chảy đá mòncòn người sử dụng thì còn bán buônchuyên án ma tuý thấy buồnbắt vài trăm bánh chuyện luôn thấy hoàitrách mình hay trách tại aicái vòi bạch tuột dài dài bung ramong yên bình đến nước tacác anh chiến sĩ xông pha vững lòng !,0
"con mình đang học cấp 3, lại là bé trai, tính thì ham chơi, khi nào có bài kiểm tra thì cháu mới học. bgd thay đổi như này, cháu nào có ý thức học thì tốt, cháu nào còn lười biếng, ỷ y thì thầy cô và cha mẹ phải lo lắng nhiều. điểm mạnh của việc thay đổi này là tạo điều kiện cho các cháu học được tính tự lập, tự học, khả năng thuyết trình, tin học, giúp cho việc học lên đại học, cao đẳng đỡ bỡ ngỡ. khuyết điểm là khổ cho các thầy cô, kiểm tra thường xuyên thì mới biết học sinh mình nắm vững phần nào, cần bổ sung kiến thức phần nào, còn kịp thời sửa kịp, chứ chỉ thông qua vài bài kiểm tra thế này, tôi sợ thầy cô sẽ khó sát sao khả năng học của từng học sinh.",0
điểm sàn tăng 2 điểm thì tình hình năm nay phải 24 điểm trở lên mới hy vọng trúng tuyển đại học ngân hàng.,0
ý trời đang không cho trump đắc cử,0
800 thì chọn santafe máy dầu 2015-2016,0
"covid nó chỉ né những ai có trách nhiệm, thận trọng, thấy được hậu quả nghiêm trọng.nó sẽ không chừa một ai kể cả nguyên thủ của cường quốc số 1 tg, có nhiều ngàn tỷ đô. thái độ khinh suất, xem thường, covid đều cho nếm trải hậu quả nhãn tiền.",1
"ở tuổi 74, thật sự là rất đáng lo ngại về sức khỏe cho ông, vì covid- 19 tấn công mạnh vào người già chứ không phải tấn công tt...",0
quá rẻ cho 2 mạng người,1
"hi vọng cậu thành công cùng pháo thủ nhé , arteta",0
"nhiều khi không trốn đi tắm ao hồ, nhưng có những nơi sông hồ nhiều, sảy chân cái té xuống sông.hai chị em mình té mấy lần, có người vớt, có khi ôm chân cầu được thì tự bò lên.sống 16 năm dưới miền tây, giờ 30t, vẫn không bơi được.năm 12-13t đi vũng tàu mình có đem phao, rồi chẳng nhớ vì sao phao 1 đường, mình thì bị sóng đẩy đi đâu, cũng may có người nhìn thấy túm tóc lên, ói xanh mặt. mạng còn lớn và gặp may.nhưng thực sự không tập bơi được, có nhiều người dạy mình bơi lắm rồi.biết thân biết phận nên chỉ tắm biển phía trong cạn, hồ bơi thì dạng hồ con nít.",0
nghe bọ biển thì khong dám ăn nhưng nghe cùng họ tôm thì có dịp thử cũng đc đấy nhỉ,0
việc trồng cây bảo vệ rừng nên đặt lên hàng ưu tiên,0
"ngày xưa đi học rất nhẹ nhàng, nhưng vẫn thành tài. ngày nay học thì nặng, sách năm nào cũng phải thay. vất vả học sinh và lãng phí tài nguyên. nhà xuất bản thì vui thôi.",1
